NR CRT,NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
1139,"Limanul Resort - Danube Delta","827050 Chilia Veche","Hotel","Sulina (Romanian pronunciation:?[su?lina]) is a town and free port in Tulcea County, Romania, at the mouth of the Sulina branch of the Danube. It is the easternmost point of Romania.","Tulcea",45.416886,29.28272,0
1140,"Casa Biota Boutique","Strada Eternității 827152 Murighiol","Accommodation","N/A","Tulcea",44.99064,29.21689,0
1141,"The Danube Delta","Tulcea, Romania","Attraction","Tulcea (Romanian pronunciation:?[?tult??e?a]; Bulgarian, Russian and Ukrainian: ?????, Tulcha; Greek: ????????, Aegyssus; Turkish: Hora-Tep? or Tol?u[citation needed]) is a city in Dobruja, Romania. It is the administrative center of Tulcea County, and had a population of 73,707 as of 2011. One village, Tudor Vladimirescu, is administered by the city.","Tulcea",45.09359818181818,28.77592299999999,0
1142,"The town of Sulina—the last town on the Danube.","Tulcea, Romania","Attraction","Sulina (Romanian pronunciation: [suˈlina]) is a town and free port in Tulcea County, Romania, at the mouth of the Sulina branch of the Danube. It is the easternmost point of Romania.","Tulcea",0,0,0
1143,"The areas around Sfântu Gheorghe, Mahmudia, Crișan, Caraorman, Chilia Veche.","Tulcea, Romania","Attraction","N/A","Tulcea",0,0,0
1144,"The city of Tulcea.","Tulcea, Romania","Attraction","Tulcea (Romanian pronunciation: [ˈtult͡ʃe̯a]; Bulgarian, Russian and Ukrainian: Тулча, Tulcha; Greek: Αιγισσός, Aegyssus; Turkish: Hora-Tepé or Tolçu[citation needed]) is a city in Dobruja, Romania. It is the administrative center of Tulcea County, and had a population of 73,707 as of 2011. One village, Tudor Vladimirescu, is administered by the city.","Tulcea",0,0,0
1145,"The Roman fort of Halmyris.","Tulcea, Romania","Attraction","Halmyris [1] was a Roman and Byzantine fort, settlement and naval port, located 2.5 kilometers west of the village of Murighiol at the mouth of the Danube Delta in Romania. It is locally known as the site where the bodies of two Christian saints, Epictet and Astion,[2] were uncovered between 2001 and 2004.","Tulcea",0,0,0
1146,"Politic's","Strada Timișorii 305500 Lugoj","Coffee/Tea","N/A","Vaslui",45.69187,21.90228,0
1147,"Politics","Vaslui, Romania","Attraction","N/A","Vaslui",45.69187,21.90228,0
1148,"Edit","Bulevardul 1 Decembrie 1918 Deva","Clothing & Accessories","N/A","Vaslui",45.88001,22.90211,0
1149,"Edit","Strada Sălciilor Iași","Shop","N/A","Vaslui",47.14474,27.5755,0
1150,"Edit Denisa","Bulevardul Trandafirilor 135400 Pucioasa","Shop","N/A","Vaslui",45.05829,25.43864,0
1151,"Edit Uzlet","Strada Pictor Zsogodi Nagy Imre 530122 Miercurea Ciuc","Kiosk/24-7/Convenience Store","N/A","Vaslui",46.33981,25.80698,0
1152,"Alexim Edit","Strada Secerii 540498 Târgu Mureș","Shop","N/A","Vaslui",46.5365,24.57178,0
1153,"Edit Vendeghaz es Csur-Szallo","Strada Ferenc Rakoczi 535600 Odorheiu Secuiesc","Hotel","N/A","Vaslui",46.29692,25.28882,0
1154,"Edit Fashion","Șoseaua Cotroceni 12 060941 București","Clothing & Accessories","N/A","Vaslui",44.437655,26.068442,0
1155,"Edit Graph","Strada Filantropiei 120212 Buzău","Shop","The Olt (Romanian and Hungarian; German: Alt; Latin: Aluta or Alutus, Turkish: Oltu, Ancient Greek: ?????? Alytos) is a river in Romania. It is 615?km (382?mi) long, and its basin area is 24,050?km2 (9,290?sq?mi).[1] It is the longest river flowing exclusively through Romania. Its source is in the H??ma? Mountains of the eastern Carpathian Mountains, near B?lan, rising close to the headwaters of the Mure? River. It flows through the Romanian counties Harghita, Covasna, Bra?ov, Sibiu, V?lcea and Olt. The river was known as Alutus or Aluta in Roman antiquity. Olt County and the historical province of Oltenia are named after the river.","Vaslui",45.14386,26.82637,0
1156,"Salon Edit","Calea Clujului 410053 Oradea","Shop","N/A","Vaslui",47.05086,21.94935,0
1157,"[edit]","Vaslui, Romania","Attraction","N/A","Vaslui",45.98762722222222,25.158665777777777,0
1158,"The Olt River Valley:","Vâlcea, Romania","Attraction","The Olt (Romanian and Hungarian; German: Alt; Latin: Aluta or Alutus, Turkish: Oltu, Ancient Greek: Ἄλυτος Alytos) is a river in Romania. It is 615 km (382 mi) long, and its basin area is 24,050 km2 (9,290 sq mi).[1] It is the longest river flowing exclusively through Romania. Its source is in the Hășmaș Mountains of the eastern Carpathian Mountains, near Bălan, rising close to the headwaters of the Mureș River. It flows through the Romanian counties Harghita, Covasna, Brașov, Sibiu, Vâlcea and Olt. The river was known as Alutus or Aluta in Roman antiquity. Olt County and the historical province of Oltenia are named after the river.","Vâlcea",0,0,0
1159,"Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Hotel","N/A","Vâlcea",45.24482,24.3394,0
1160,"Vila Sebastian Calimanesti","245601 Călimănești","Accommodation","N/A","Vâlcea",45.26872,24.31774,0
1161,"Hotel Oltul Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Hotel","N/A","Vâlcea",45.24063,24.34106,0
1162,"Pensiunea Alis","Calea Lui Traian 245601 Călimănești","Accommodation","N/A","Vâlcea",45.25919,24.32464,0
1163,"Casa Bianca","Strada Păcii 27A 245603 Călimănești","Hotel","N/A","Vâlcea",45.24719,24.34822,0
1164,"Viziteaza Calimanesti Caciulata","Calea Lui Traian 245600 Călimănești","Tourist Information","COOKIES","Vâlcea",45.240268,24.341366,0
1165,"Hotel Casa Romaneasca","Calea Lui Traian 245601 Călimănești","Hotel","N/A","Vâlcea",45.27342,24.31272,0
1166,"Pensiunea Alfrid","Calea Lui Traian 245601 Călimănești","Accommodation","N/A","Vâlcea",45.25853,24.32812,0
1167,"Coresi Shopping Resort","Strada Zaharia Stancu 1 Brașov","Shopping Centre","COOKIES","Vâlcea",45.67195,25.61633,0
1168,"Mistral Resort Moieciu","Strada Valea Băngăleasa 507134 Moieciu","Accommodation","N/A","Vâlcea",45.42302,25.36299,0
1169,"Cheile Gradistei Fundata","Fundata","Hotel","Cozia Monastery, erected close to C?lim?ne?ti by Mircea the Elder in 1388 and housing his tomb, is one of the most valuable monuments of national medieval art and architecture in Romania.","Vâlcea",45.4515,25.2997,0
1170,"Cheile Gradistei","507131 Moieciu","Hotel","N/A","Vâlcea",45.46372,25.30413,0
1171,"The Călimănești-Căciulata resorts","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.33691316666667,24.686368,0
1172,"The Cozia Monastery.","Vâlcea, Romania","Attraction","Cozia Monastery, erected close to Călimănești by Mircea the Elder in 1388 and housing his tomb, is one of the most valuable monuments of national medieval art and architecture in Romania.","Vâlcea",0,0,0
1173,"The Turnu Monastery.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
1174,"The Cozia Mountains.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
1175,"Various small churches and fortifications.","Vâlcea, Romania","Attraction","The south-eastern Transylvania region in Romania currently has one of the highest numbers of existing fortified churches from the 13th to 16th centuries. It has more than 150 well preserved fortified churches of a great variety of architectural styles (out of an original 300 fortified churches).","Vâlcea",0,0,0
1176,"Lotru","245508 Brezoi","Railway Station","N/A","Vâlcea",45.34667,24.27538,0
1177,"Lotru","DN7 245500 Brezoi","Parking Facility","N/A","Vâlcea",45.33177,24.27607,0
1178,"Lotru","DN7 245500 Brezoi","Motel","Brezoi is a town located in Vâlcea County, Romania. It administers eight villages: C?line?ti, Corbu, Dr?g?ne?ti, Golotreni, P?scoaia, Proieni, Valea lui Stan and V?ratica. It is situated in the historical region of Oltenia.","Vâlcea",45.33177,24.27607,0
1179,"Hotel Lotru","Strada Mihai Eminescu 1 247750 Voineasa","Hotel","N/A","Vâlcea",45.41681,23.96462,0
1180,"The Lotru River valley:","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.356755,24.198035,0
1181,"Brezoi","Vâlcea","City, Town or Village","Brezoi is a town located in Vâlcea County, Romania. It administers eight villages: Călinești, Corbu, Drăgănești, Golotreni, Păscoaia, Proieni, Valea lui Stan and Văratica. It is situated in the historical region of Oltenia.","Vâlcea",45.34379,24.24323,0
1182,"Brezoi Park","Strada Lotrului 2 245500 Brezoi","Theme Park","N/A","Vâlcea",45.344,24.24434,0
1183,"Primăria Brezoi","Strada Lotrului 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34384,24.24419,0
1184,"Judecătoria Brezoi","Strada Eroilor 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34372,24.24387,0
1185,"Spitalul Brezoi-Urgență","Strada Eroilor 245500 Brezoi","Hospital or Healthcare Facility","Brezoi is a town located in V?lcea County, Romania. It administers eight villages: C?line?ti, Corbu, Dr?g?ne?ti, Golotreni, P?scoaia, Proieni, Valea lui Stan and V?ratica. It is situated in the historical region of Oltenia.","Vâlcea",45.34225,24.24619,0
1186,"Poliția Brezoi","Strada Vultureasa 245500 Brezoi","Police Station","N/A","Vâlcea",45.34445,24.23177,0
1187,"Parchetul de Pe Lângă Tribunalul Brezoi","Strada Lotrului 245500 Brezoi","Government or Community Facility","N/A","Vâlcea",45.34393,24.24408,0
1188,"The town of Brezoi.","Vâlcea, Romania","Attraction","Brezoi is a town located in Vâlcea County, Romania. It administers eight villages: Călinești, Corbu, Drăgănești, Golotreni, Păscoaia, Proieni, Valea lui Stan and Văratica. It is situated in the historical region of Oltenia.","Vâlcea",45.34371142857143,24.24252428571429,0
1189,"The Lotru Mountains.","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
1190,"Ski Vidra Transalpina","DJ701D 247750 Voineasa","Leisure & Outdoor","N/A","Vâlcea",45.42245,23.69544,0
1191,"The Voineasa Resort","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.42245,23.69544,0
1192,"The Vidra Resort","Vâlcea, Romania","Attraction","N/A","Vâlcea",0,0,0
1193,"Obârșia Lotrului","DN7A 247750 Voineasa","Sights & Museums","N/A","Vâlcea",45.43578,23.63262,0
1194,"Cabana Obârșia Lotrului","DN7A 247750 Voineasa","Accommodation","N/A","Vâlcea",45.43528,23.631,0
1195,"Mânăstirea Obărșia Lotrului","DN67C Voineasa","Religious Place","N/A","Vâlcea",45.42974,23.62223,0
1196,"Hanul Haiducilor","247750 Voineasa","Accommodation","N/A","Vâlcea",45.4355,23.63572,0
1197,"The Obârșia Lotrului Resort.","Vâlcea, Romania","Attraction","N/A","Vâlcea",45.434075,23.6303925,0
1198,"Gara Râmnicu Vâlcea","Strada Regina Maria Râmnicu Vâlcea","Railway Station","N/A","Vâlcea",45.10326,24.37206,0
1199,"Shopping City Ramnicu Valcea","Strada Ferdinand 38A 240571 Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11074,24.37825,0
1200,"Cinema City Romania","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Cinema","N/A","Vâlcea",45.10999,24.3786,0
1201,"Old City Garden","Calea Lui Traian 240282 Râmnicu Vâlcea","Restaurant","N/A","Vâlcea",45.10537,24.36354,0
1202,"Shopping City","Strada Ferdinand 240571 Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11096,24.3802,0
1203,"Primăria Râmnicu Vâlcea","Bulevardul Tudor Vladimirescu 240191 Râmnicu Vâlcea","Government or Community Facility","N/A","Vâlcea",45.10496,24.36812,0
1204,"Shopping City","Strada Ferdinand Râmnicu Vâlcea","Shopping Centre","N/A","Vâlcea",45.11174,24.38121,0
1205,"Gradina Zoologica Ramnicu Valcea","Strada Ostroveni Râmnicu Vâlcea","Sights & Museums","N/A","Vâlcea",45.08348,24.37031,0
1206,"Autogara Râmnicu Vâlcea","Strada George Coșbuc Râmnicu Vâlcea","Public Transport","N/A","Vâlcea",45.096606,24.365306,0
1207,"City Sun","Aleea Ionel Geantă 240235 Râmnicu Vâlcea","Hospital or Healthcare Facility","N/A","Vâlcea",45.11343,24.36867,0
1208,"Tribunalul Râmnicu Vâlcea","Râmnicu Vâlcea","Government or Community Facility","Rezervatia Naturala Muzeul Trovantilor din comuna Costesti, judetul Valcea, a fost infiintata prin HG nr. 1581/2005 si este administrata de Asociatia Kogayon, organizatie nonguvernamentala de protectie a mediului care are sediul in localitate. Rezervatia este situata in sudul comunei, langa Drumul National 67 Ramnicu Valcea-Targu Jiu. Are o suprafata de 1,1 hectare si a fost constituita ca rezervatie geologica. ?Muzeul e arie protejata. Noi ne ocupam de administrarea parcului de cand a fost infiintat si am semnat un contract cu Agentia pentru Protectia Mediului in acest sens. Am delimitat rezervatia naturala, am securizat accesul masinilor in zona cu o bariera, am montat un panou in care sunt trecute informatii cu privire la parc, bancute si cosuri de gunoi. Am mers in zona si cu cateva grupuri de copii carora le-am prezentat trovantii si le-am explicat de ce trebuie sa protejam natura?, a explicat Florin Stoican, presedintele Asociatiei Kogayon.","Vâlcea",45.10459,24.36329,0
1209,"Casa Româneasca Shopping City","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Snacks/Fast food","N/A","Vâlcea",45.10999,24.3786,0
1210,"Uzina Mecanică Rm. Vâlcea","240002 Râmnicu Vâlcea","Outdoor Area/Complex","Pitore?ti ?i pline de farmec, a?a se dezv?luie plaiurile v?lcene c?l?torului abia sosit ?n acest ?inut binecuv?ntat de Dumnezeu cu mun?i ?i ape, p?duri ?i izvoare, dealuri ?i v?i de o neasemuit? frumuse?e. Valea Oltului, str?juit? de vechile m?n?stiri, anticele castre romane ?i renumitele sta?iuni balneo-climaterice, este de departe cea mai spectaculoas? ?i mai atractiv?, rivaliz?nd prin minun??ia peisajului cu cele mai ?nc?nt?toare locuri din Europa. Spa?iu de interferen?e social-istorice ?i spirituale ce au reu?it s? c??tige unitate ?i armonie ?ntr-o arie geografic?, ea ?ns??i foarte divers?, cobor?nd de la munte la ?es prin bl?nde coline, V?lcea a reu?it s?-?i p?streze intact? zestrea de spiritualitate cre?tin-ortodox?, de tradi?ii, arte ?i meste?uguri, ?n toat? complexitatea ?i splendoarea lor. Palatul Copiilor ?i Elevilor din R?mnicu V?lcea ocup? ?n peisajul educativ al Municipiului un loc important prin varietatea posibilit??ilor de organizare ?i petrecere a timpului liber de c?tre elevi. Sute de copii se ?nt?lnesc zilnic aici ?ntr-o ambian?? efervescent?, atractiv?, specific? v?rstei lor. Sunt apreciate ?i c?utate activit??ile cu caracter ?tiin?ific ?i tehnico-aplicativ, cultural-artistic ?i sportiv-turistic unde prind aripi m?iestria, curiozitatea ?i cutezan?a, spiritul novator, unde cap?t? form? visuri ?i idei. Se ?tie faptul c? ?n orice societate bazat? pe cele mai avansate descoperiri ?tiin?ifice orice cet??ean trebuie s? beneficieze de o educa?ie adecvat?. Epoca ?n care tr?im nu mai poate fi conceput? f?r? posibilitatea de a utiliza cele mai noi tehnologii cu toate nout??ile pe care le implic?. Speciali?ti din diferite domenii sus?in ?i argumenteaz? c? ?n foarte scurt timp tehnologiile moderne vor  p?trunde ?n toate domenile vie?ii sociale, prelu?nd toate activit??ile de rutin?, activit??i realizate de c?tre om ?n momentul de fa??. Iar ultima mare descoperire ?n domeniu Informaticii, Internetul ne va permite o mai bun? comunicare cu lumea exterioar?. Preg?tirea, popularizarea ?i stimularea tuturor elevilor dota?i care frecventeaz? activit??ile Palatului Copliilor c?t mai adecvat? prin premii ob?inute la diferite concursuri, fac ca an de an bilan?ul acestora s? fie semnificativ ?i deci demn de luat ?n seam?.","Vâlcea",45.05069,24.28273,0
